doc_id,fandom,bullet_type,idx_in_fandom_array,n_tokens
5436,NCT,loyalty,41,21
5437,NCT,loyalty,42,13
5438,NCT,loyalty,43,13
5439,NCT,loyalty,44,10
5440,NCT,loyalty,45,9
5441,NCT,loyalty,46,13
5442,NCT,loyalty,47,7
5443,NCT,loyalty,48,9
5444,NCT,loyalty,49,12
5445,NCT,loyalty,50,21
5446,NCT,loyalty,51,18
5447,NCT,loyalty,52,19
5448,NCT,loyalty,53,25
5449,NCT,loyalty,54,31
5450,NCT,loyalty,55,28
5451,NCT,loyalty,56,24
5452,NCT,loyalty,57,26
5453,NCT,loyalty,58,12
5454,NCT,loyalty,59,12
5455,NCT,loyalty,60,25
5456,NCT,loyalty,61,23
5457,NCT,loyalty,62,17
5458,NCT,loyalty,63,36
5459,NCT,loyalty,64,18
5460,NCT,loyalty,65,26
5461,NCT,loyalty,66,19
5462,NCT,spillover,0,19
5463,NCT,spillover,1,17
5464,NCT,spillover,2,22
5465,NCT,spillover,3,12
5466,NCT,spillover,4,15
5467,NCT,spillover,5,16
5468,NCT,spillover,6,10
5469,NCT,spillover,7,13
5470,NCT,spillover,8,23
5471,NCT,spillover,9,10
5472,NCT,spillover,10,11
5473,NCT,spillover,11,19
5474,NCT,spillover,12,9
5475,NCT,spillover,13,8
5476,NCT,spillover,14,6
5477,NCT,spillover,15,9
5478,NCT,spillover,16,7
5479,NCT,spillover,17,12
5480,NCT,spillover,18,7
5481,NCT,spillover,19,24
5482,NCT,spillover,20,36
5483,NCT,spillover,21,31
5484,NCT,spillover,22,17
5485,NCT,spillover,23,19
5486,NCT,spillover,24,27
5487,NCT,spillover,25,14
5488,NCT,spillover,26,13
5489,NCT,spillover,27,27
5490,NCT,spillover,28,14
5491,NCT,spillover,29,16
5492,NCT,spillover,30,10
5493,NCT,spillover,31,13
5494,NCT,spillover,32,9
5495,NCT,spillover,33,6
5496,NCT,spillover,34,7
5497,NCT,spillover,35,10
5498,NCT,spillover,36,8
5499,NCT,spillover,37,17
5500,NCT,spillover,38,21
5501,NCT,spillover,39,25
5502,NCT,spillover,40,23
5503,NCT,spillover,41,6
5504,NCT,spillover,42,4
5505,NCT,spillover,43,8
5506,NCT,spillover,44,10
5507,NCT,spillover,45,6
5508,NCT,spillover,46,20
5509,NCT,spillover,47,9
5510,NCT,spillover,48,33
5511,NCT,spillover,49,39
5512,NCT,spillover,50,35
5513,NCT,spillover,51,29
5514,NCT,spillover,52,26
5515,NCT,spillover,53,31
5516,NCT,spillover,54,35
5517,NCT,spillover,55,45
5518,NCT,spillover,56,20
5519,NCT,spillover,57,14
5520,NCT,spillover,58,26
5521,NCT,spillover,59,18
5522,NCT,spillover,60,10
5523,NCT,spillover,61,15
5524,NCT,spillover,62,10
5525,NCT,spillover,63,10
5526,NCT,spillover,64,10
5527,NCT,spillover,65,10
5528,NCT,spillover,66,9
5529,NCT,spillover,67,8
5530,NCT,spillover,68,8
5531,NCT,spillover,69,8
5532,NCT,spillover,70,6
5533,NCT,spillover,71,7
5534,NCT,spillover,72,11
5535,NCT,spillover,73,8
5536,NCT,spillover,74,29
5537,NCT,spillover,75,21
5538,NCT,spillover,76,33
5539,NCT,spillover,77,31
5540,NCT,spillover,78,32
5541,NCT,spillover,79,23
5542,NCT,spillover,80,47
5543,NCT,spillover,81,20
5544,NCT,spillover,82,37
5545,NCT,spillover,83,24
5546,NCT,spillover,84,34
5547,NCT,spillover,85,26
5548,NCT,spillover,86,37
5549,NCT,spillover,87,49
5550,NCT,spillover,88,24
5551,NCT,spillover,89,16
5552,NCT,spillover,90,26
5553,NCT,spillover,91,20
5554,NCT,spillover,92,20
5555,NCT,spillover,93,30
5556,NCT,spillover,94,27
5557,NCT,spillover,95,15
5558,NCT,spillover,96,16
5559,동방신기,loyalty,0,19
5560,동방신기,loyalty,1,12
5561,동방신기,loyalty,2,22
5562,동방신기,loyalty,3,20
5563,동방신기,loyalty,4,21
5564,동방신기,loyalty,5,17
5565,동방신기,loyalty,6,7
5566,동방신기,loyalty,7,10
5567,동방신기,loyalty,8,19
5568,동방신기,loyalty,9,20
5569,동방신기,loyalty,10,12
5570,동방신기,loyalty,11,7
5571,동방신기,loyalty,12,15
5572,동방신기,loyalty,13,15
5573,동방신기,loyalty,14,16
5574,동방신기,loyalty,15,28
5575,동방신기,loyalty,16,25
5576,동방신기,loyalty,17,16
5577,동방신기,loyalty,20,27
5578,동방신기,loyalty,21,30
5579,동방신기,loyalty,22,35
5580,동방신기,loyalty,23,6
5581,동방신기,loyalty,24,12
5582,동방신기,loyalty,25,8
5583,동방신기,loyalty,26,15
5584,동방신기,loyalty,27,13
5585,동방신기,loyalty,28,11
5586,동방신기,loyalty,29,28
5587,동방신기,loyalty,30,38
5588,동방신기,spillover,0,23
5589,동방신기,spillover,1,22
5590,동방신기,spillover,2,15
5591,동방신기,spillover,3,16
5592,동방신기,spillover,4,14
5593,동방신기,spillover,5,17
5594,동방신기,spillover,6,13
5595,동방신기,spillover,7,20
5596,동방신기,spillover,8,14
5597,동방신기,spillover,9,9
5598,동방신기,spillover,10,11
5599,동방신기,spillover,11,8
5600,동방신기,spillover,12,18
5601,동방신기,spillover,13,16
5602,동방신기,spillover,14,12
5603,동방신기,spillover,15,25
5604,동방신기,spillover,16,23
5605,동방신기,spillover,17,25
5606,동방신기,spillover,18,11
5607,동방신기,spillover,19,10
5608,동방신기,spillover,20,17
5609,동방신기,spillover,21,14
5610,동방신기,spillover,22,18
5611,동방신기,spillover,23,10
5612,동방신기,spillover,26,8
5613,동방신기,spillover,27,8
5614,동방신기,spillover,28,9
5615,동방신기,spillover,29,10
5616,동방신기,spillover,30,29
5617,동방신기,spillover,31,12
5618,동방신기,spillover,32,7
5619,동방신기,spillover,33,20
5620,동방신기,spillover,34,15
5621,동방신기,spillover,35,29
5622,동방신기,spillover,36,20
5623,동방신기,spillover,37,26
5624,동방신기,spillover,38,16
5625,동방신기,spillover,39,23
5626,동방신기,spillover,40,17
5627,동방신기,spillover,41,14
5628,동방신기,spillover,42,23
5629,동방신기,spillover,43,10
5630,동방신기,spillover,44,23
5631,동방신기,spillover,45,15
5632,동방신기,spillover,46,14
5633,동방신기,spillover,47,29
5634,동방신기,spillover,48,33
5635,동방신기,spillover,49,21
5636,동방신기,spillover,50,26
5637,빅뱅,loyalty,0,22
5638,빅뱅,loyalty,1,15
5639,빅뱅,loyalty,2,14
5640,빅뱅,loyalty,3,12
5641,빅뱅,loyalty,4,8
5642,빅뱅,loyalty,5,7
5643,빅뱅,loyalty,6,13
5644,빅뱅,loyalty,7,12
5645,빅뱅,loyalty,8,21
5646,빅뱅,loyalty,9,15
5647,빅뱅,loyalty,10,16
5648,빅뱅,loyalty,11,12
5649,빅뱅,loyalty,12,25
5650,빅뱅,loyalty,13,33
5651,빅뱅,loyalty,14,23
5652,빅뱅,loyalty,15,17
5653,빅뱅,loyalty,16,10
5654,빅뱅,loyalty,17,16
5655,빅뱅,loyalty,18,32
5656,빅뱅,loyalty,19,16
5657,빅뱅,loyalty,20,14
5658,빅뱅,loyalty,21,10
5659,빅뱅,loyalty,22,15
5660,빅뱅,loyalty,23,10
5661,빅뱅,loyalty,24,9
5662,빅뱅,loyalty,25,12
5663,빅뱅,loyalty,26,16
5664,빅뱅,loyalty,27,13
5665,빅뱅,loyalty,28,9
5666,빅뱅,loyalty,29,32
5667,빅뱅,loyalty,30,26
5668,빅뱅,spillover,0,13
5669,빅뱅,spillover,1,34
5670,빅뱅,spillover,2,11
5671,빅뱅,spillover,3,7
5672,빅뱅,spillover,4,15
5673,빅뱅,spillover,5,12
5674,빅뱅,spillover,6,11
5675,빅뱅,spillover,7,8
5676,빅뱅,spillover,8,19
5677,빅뱅,spillover,9,16
5678,빅뱅,spillover,10,8
5679,빅뱅,spillover,11,10
5680,빅뱅,spillover,12,10
5681,빅뱅,spillover,13,12
5682,빅뱅,spillover,14,11
5683,빅뱅,spillover,15,8
5684,빅뱅,spillover,16,11
5685,빅뱅,spillover,17,17
5686,빅뱅,spillover,18,23
5687,빅뱅,spillover,19,26
5688,빅뱅,spillover,20,42
5689,빅뱅,spillover,21,23
5690,빅뱅,spillover,24,8
5691,빅뱅,spillover,25,29
5692,빅뱅,spillover,26,27
5693,빅뱅,spillover,27,31
5694,빅뱅,spillover,28,23
5695,빅뱅,spillover,29,31
5696,빅뱅,spillover,30,9
5697,빅뱅,spillover,31,9
5698,빅뱅,spillover,32,19
5699,빅뱅,spillover,33,23
5700,빅뱅,spillover,34,9
5701,빅뱅,spillover,35,18
5702,빅뱅,spillover,36,14
5703,빅뱅,spillover,37,19
5704,빅뱅,spillover,38,24
5705,빅뱅,spillover,39,14
5706,빅뱅,spillover,40,20
5707,빅뱅,spillover,41,20
5708,빅뱅,spillover,42,33
5709,빅뱅,spillover,43,15
5710,빅뱅,spillover,44,14
5711,빅뱅,spillover,45,11
5712,빅뱅,spillover,46,7
5713,빅뱅,spillover,47,17
5714,빅뱅,spillover,48,12
5715,빅뱅,spillover,49,15
5716,빅뱅,spillover,50,16
5717,빅뱅,spillover,51,13
5718,빅뱅,spillover,52,14
5719,빅뱅,spillover,53,10
5720,빅뱅,spillover,54,11
5721,빅뱅,spillover,55,7
5722,빅뱅,spillover,56,32
5723,빅뱅,spillover,57,27
5724,빅뱅,spillover,58,26
5725,빅뱅,spillover,59,23
5726,빅뱅,spillover,60,31
5727,빅뱅,spillover,61,26
5728,빅뱅,spillover,62,27
5729,빅뱅,spillover,63,21
5730,빅뱅,spillover,64,21
5731,빅뱅,spillover,65,16
5732,EXO,loyalty,0,15
5733,EXO,loyalty,1,15
5734,EXO,loyalty,2,19
5735,EXO,loyalty,3,10
5736,EXO,loyalty,4,11
5737,EXO,loyalty,5,13
5738,EXO,loyalty,6,12
5739,EXO,loyalty,7,22
5740,EXO,loyalty,8,8
5741,EXO,loyalty,9,13
5742,EXO,loyalty,10,16
5743,EXO,loyalty,11,15
5744,EXO,loyalty,12,21
5745,EXO,loyalty,13,27
5746,EXO,loyalty,14,25
5747,EXO,loyalty,15,29
5748,EXO,loyalty,16,18
5749,EXO,loyalty,17,14
5750,EXO,loyalty,18,9
5751,EXO,loyalty,19,5
5752,EXO,loyalty,20,9
5753,EXO,loyalty,21,9
5754,EXO,loyalty,22,15
5755,EXO,loyalty,23,9
5756,EXO,loyalty,27,20
5757,EXO,loyalty,28,31
5758,EXO,loyalty,29,29
5759,EXO,loyalty,30,11
5760,EXO,loyalty,31,16
5761,EXO,loyalty,32,6
5762,EXO,loyalty,33,9
5763,EXO,loyalty,34,11
5764,EXO,loyalty,35,15
5765,EXO,loyalty,36,20
5766,EXO,loyalty,37,16
5767,EXO,loyalty,38,10
5768,EXO,loyalty,39,8
5769,EXO,loyalty,40,36
5770,EXO,loyalty,41,23
5771,EXO,loyalty,42,16
5772,EXO,loyalty,43,21
5773,EXO,loyalty,44,19
5774,EXO,loyalty,45,20
5775,EXO,loyalty,46,24
5776,EXO,spillover,0,17
5777,EXO,spillover,1,18
5778,EXO,spillover,2,12
5779,EXO,spillover,3,9
5780,EXO,spillover,4,14
5781,EXO,spillover,5,18
5782,EXO,spillover,6,18
5783,EXO,spillover,7,15
5784,EXO,spillover,8,14
5785,EXO,spillover,9,13
5786,EXO,spillover,10,21
5787,EXO,spillover,11,7
5788,EXO,spillover,12,11
5789,EXO,spillover,13,30
5790,EXO,spillover,14,29
5791,EXO,spillover,15,21
5792,EXO,spillover,16,15
5793,EXO,spillover,17,23
5794,EXO,spillover,18,20
5795,EXO,spillover,19,8
5796,EXO,spillover,20,8
5797,EXO,spillover,21,9
5798,EXO,spillover,22,8
5799,EXO,spillover,23,15
5800,EXO,spillover,24,8
5801,EXO,spillover,25,10
5802,EXO,spillover,26,9
5803,EXO,spillover,27,10
5804,EXO,spillover,28,27
5805,EXO,spillover,29,8
5806,EXO,spillover,30,8
5807,EXO,spillover,31,10
5808,EXO,spillover,32,26
5809,EXO,spillover,33,14
5810,EXO,spillover,34,22
5811,EXO,spillover,35,23
5812,EXO,spillover,36,33
5813,EXO,spillover,37,39
5814,EXO,spillover,38,36
5815,EXO,spillover,39,46
5816,EXO,spillover,40,31
5817,EXO,spillover,41,37
5818,EXO,spillover,42,25
5819,EXO,spillover,43,31
5820,EXO,spillover,44,13
5821,EXO,spillover,45,12
5822,EXO,spillover,46,17
5823,EXO,spillover,47,16
5824,EXO,spillover,48,21
5825,EXO,spillover,49,25
5826,EXO,spillover,50,14
5827,EXO,spillover,51,15
5828,EXO,spillover,52,8
5829,EXO,spillover,53,7
5830,EXO,spillover,54,45
5831,EXO,spillover,55,45
5832,EXO,spillover,56,38
5833,EXO,spillover,57,26
5834,EXO,spillover,58,25
5835,EXO,spillover,59,38
5836,EXO,spillover,60,32
5837,EXO,spillover,61,29
5838,EXO,spillover,62,44
5839,EXO,spillover,63,35
5840,EXO,spillover,64,31
5841,EXO,spillover,65,31
5842,EXO,spillover,66,23
5843,EXO,spillover,67,21
5844,EXO,spillover,68,17
5845,EXO,spillover,69,18
5846,EXO,spillover,70,23
5847,EXO,spillover,71,28
5848,EXO,spillover,72,16
5849,EXO,spillover,73,21
5850,슈퍼주니어,loyalty,0,15
5851,슈퍼주니어,loyalty,1,9
5852,슈퍼주니어,loyalty,2,20
5853,슈퍼주니어,loyalty,3,12
5854,슈퍼주니어,loyalty,4,8
5855,슈퍼주니어,loyalty,5,12
5856,슈퍼주니어,loyalty,6,16
5857,슈퍼주니어,loyalty,7,14
5858,슈퍼주니어,loyalty,8,15
5859,슈퍼주니어,loyalty,9,20
5860,슈퍼주니어,loyalty,10,14
5861,슈퍼주니어,loyalty,11,12
5862,슈퍼주니어,loyalty,12,43
5863,슈퍼주니어,loyalty,13,41
5864,슈퍼주니어,loyalty,14,10
5865,슈퍼주니어,loyalty,15,45
5866,슈퍼주니어,loyalty,18,14
5867,슈퍼주니어,loyalty,19,26
5868,슈퍼주니어,loyalty,20,11
5869,슈퍼주니어,loyalty,21,7
5870,슈퍼주니어,loyalty,22,10
5871,슈퍼주니어,loyalty,23,7
5872,슈퍼주니어,loyalty,24,24
5873,슈퍼주니어,loyalty,25,10
5874,슈퍼주니어,loyalty,26,10
5875,슈퍼주니어,loyalty,27,25
5876,슈퍼주니어,loyalty,28,36
5877,슈퍼주니어,loyalty,29,35
5878,슈퍼주니어,loyalty,30,24
5879,슈퍼주니어,spillover,0,19
5880,슈퍼주니어,spillover,1,22
5881,슈퍼주니어,spillover,2,10
5882,슈퍼주니어,spillover,3,9
5883,슈퍼주니어,spillover,4,15
5884,슈퍼주니어,spillover,5,12
5885,슈퍼주니어,spillover,6,17
5886,슈퍼주니어,spillover,7,16
5887,슈퍼주니어,spillover,8,11
5888,슈퍼주니어,spillover,9,13
5889,슈퍼주니어,spillover,10,9
5890,슈퍼주니어,spillover,11,11
5891,슈퍼주니어,spillover,12,13
5892,슈퍼주니어,spillover,13,46
5893,슈퍼주니어,spillover,14,16
5894,슈퍼주니어,spillover,15,7
5895,슈퍼주니어,spillover,16,8
5896,슈퍼주니어,spillover,17,16
5897,슈퍼주니어,spillover,18,8
5898,슈퍼주니어,spillover,19,9
5899,슈퍼주니어,spillover,20,10
5900,슈퍼주니어,spillover,21,24
5901,슈퍼주니어,spillover,22,14
5902,슈퍼주니어,spillover,23,8
5903,슈퍼주니어,spillover,24,41
5904,슈퍼주니어,spillover,25,37
5905,슈퍼주니어,spillover,26,40
5906,슈퍼주니어,spillover,27,39
5907,슈퍼주니어,spillover,28,43
5908,슈퍼주니어,spillover,29,41
5909,슈퍼주니어,spillover,30,9
5910,슈퍼주니어,spillover,31,9
5911,슈퍼주니어,spillover,32,15
5912,슈퍼주니어,spillover,33,18
5913,슈퍼주니어,spillover,34,22
5914,슈퍼주니어,spillover,35,14
5915,슈퍼주니어,spillover,36,9
5916,슈퍼주니어,spillover,37,15
5917,슈퍼주니어,spillover,38,9
5918,슈퍼주니어,spillover,39,11
5919,슈퍼주니어,spillover,40,10
5920,슈퍼주니어,spillover,41,8
5921,슈퍼주니어,spillover,42,8
5922,슈퍼주니어,spillover,43,12
5923,슈퍼주니어,spillover,44,28
5924,슈퍼주니어,spillover,45,36
5925,슈퍼주니어,spillover,46,35
5926,슈퍼주니어,spillover,47,22
5927,슈퍼주니어,spillover,48,25
5928,슈퍼주니어,spillover,49,33
5929,슈퍼주니어,spillover,50,60
5930,슈퍼주니어,spillover,51,22
5931,슈퍼주니어,spillover,52,57
5932,슈퍼주니어,spillover,53,67
5933,슈퍼주니어,spillover,54,22
5934,슈퍼주니어,spillover,55,24
5935,슈퍼주니어,spillover,56,15
5936,슈퍼주니어,spillover,57,16
5937,샤이니,loyalty,0,18
5938,샤이니,loyalty,1,22
5939,샤이니,loyalty,2,13
5940,샤이니,loyalty,3,11
5941,샤이니,loyalty,4,12
5942,샤이니,loyalty,5,6
5943,샤이니,loyalty,6,16
5944,샤이니,loyalty,7,22
5945,샤이니,loyalty,8,34
5946,샤이니,loyalty,9,16
5947,샤이니,loyalty,10,36
5948,샤이니,loyalty,11,14
5949,샤이니,loyalty,12,27
5950,샤이니,loyalty,13,38
5951,샤이니,loyalty,14,12
5952,샤이니,loyalty,15,22
5953,샤이니,loyalty,16,10
5954,샤이니,loyalty,17,6
5955,샤이니,loyalty,18,8
5956,샤이니,loyalty,19,9
5957,샤이니,loyalty,20,10
5958,샤이니,loyalty,21,12
5959,샤이니,loyalty,22,13
5960,샤이니,loyalty,23,8
5961,샤이니,loyalty,24,14
5962,샤이니,loyalty,25,8
5963,샤이니,loyalty,26,12
5964,샤이니,loyalty,27,9
5965,샤이니,loyalty,28,11
5966,샤이니,loyalty,29,20
5967,샤이니,loyalty,30,13
5968,샤이니,loyalty,31,13
5969,샤이니,loyalty,32,18
5970,샤이니,loyalty,33,44
5971,샤이니,loyalty,34,22
5972,샤이니,loyalty,35,24
5973,샤이니,spillover,0,19
5974,샤이니,spillover,1,29
5975,샤이니,spillover,2,18
5976,샤이니,spillover,3,12
5977,샤이니,spillover,4,16
5978,샤이니,spillover,5,13
5979,샤이니,spillover,6,8
5980,샤이니,spillover,7,15
5981,샤이니,spillover,8,13
5982,샤이니,spillover,9,9
5983,샤이니,spillover,10,38
5984,샤이니,spillover,11,15
5985,샤이니,spillover,12,30
5986,샤이니,spillover,13,30
5987,샤이니,spillover,14,25
5988,샤이니,spillover,15,15
5989,샤이니,spillover,16,55
5990,샤이니,spillover,17,15
5991,샤이니,spillover,18,9
5992,샤이니,spillover,19,10
5993,샤이니,spillover,20,15
5994,샤이니,spillover,21,9
5995,샤이니,spillover,22,9
5996,샤이니,spillover,23,29
5997,샤이니,spillover,24,23
5998,샤이니,spillover,25,17
5999,샤이니,spillover,26,18
6000,샤이니,spillover,27,20
6001,샤이니,spillover,28,17
6002,샤이니,spillover,29,12
6003,샤이니,spillover,30,19
6004,샤이니,spillover,31,27
6005,샤이니,spillover,32,14
6006,샤이니,spillover,33,23
6007,샤이니,spillover,34,12
6008,샤이니,spillover,35,12
6009,샤이니,spillover,36,13
6010,샤이니,spillover,37,11
6011,샤이니,spillover,38,23
6012,샤이니,spillover,39,27
6013,샤이니,spillover,40,19
6014,ATEEZ,loyalty,0,13
6015,ATEEZ,loyalty,1,19
6016,ATEEZ,loyalty,2,21
6017,ATEEZ,loyalty,3,16
6018,ATEEZ,loyalty,4,12
6019,ATEEZ,loyalty,5,13
6020,ATEEZ,loyalty,6,8
6021,ATEEZ,loyalty,7,11
6022,ATEEZ,loyalty,8,11
6023,ATEEZ,loyalty,9,11
6024,ATEEZ,loyalty,10,26
6025,ATEEZ,loyalty,11,26
6026,ATEEZ,loyalty,12,34
6027,ATEEZ,loyalty,13,18
6028,ATEEZ,loyalty,14,25
6029,ATEEZ,loyalty,15,15
6030,ATEEZ,loyalty,16,13
6031,ATEEZ,loyalty,17,17
6032,ATEEZ,loyalty,18,21
6033,ATEEZ,loyalty,19,18
6034,ATEEZ,loyalty,20,17
6035,ATEEZ,loyalty,21,34
6036,ATEEZ,loyalty,22,46
6037,ATEEZ,loyalty,23,20
6038,ATEEZ,loyalty,24,37
6039,ATEEZ,loyalty,25,17
6040,ATEEZ,loyalty,26,15
6041,ATEEZ,loyalty,27,25
6042,ATEEZ,loyalty,30,13
6043,ATEEZ,loyalty,31,11
6044,ATEEZ,loyalty,32,12
6045,ATEEZ,loyalty,33,9
6046,ATEEZ,loyalty,34,25
6047,ATEEZ,loyalty,35,13
6048,ATEEZ,loyalty,36,19
6049,ATEEZ,loyalty,37,29
6050,ATEEZ,loyalty,38,17
6051,ATEEZ,loyalty,39,26
6052,ATEEZ,loyalty,40,20
6053,ATEEZ,loyalty,41,25
6054,ATEEZ,spillover,0,9
6055,ATEEZ,spillover,1,12
6056,ATEEZ,spillover,2,12
6057,ATEEZ,spillover,3,27
6058,ATEEZ,spillover,4,12
6059,ATEEZ,spillover,5,9
6060,ATEEZ,spillover,6,10
6061,ATEEZ,spillover,7,8
6062,ATEEZ,spillover,8,5
6063,ATEEZ,spillover,9,12
6064,ATEEZ,spillover,10,19
6065,ATEEZ,spillover,11,30
6066,ATEEZ,spillover,12,8
6067,ATEEZ,spillover,13,8
6068,ATEEZ,spillover,14,23
6069,ATEEZ,spillover,15,32
6070,ATEEZ,spillover,16,8
6071,ATEEZ,spillover,17,10
6072,ATEEZ,spillover,18,7
6073,ATEEZ,spillover,19,12
6074,ATEEZ,spillover,20,33
6075,ATEEZ,spillover,21,22
6076,ATEEZ,spillover,22,35
6077,ATEEZ,spillover,23,46
6078,ATEEZ,spillover,24,36
6079,ATEEZ,spillover,25,38
6080,ATEEZ,spillover,26,37
6081,ATEEZ,spillover,27,36
6082,ATEEZ,spillover,28,6
6083,ATEEZ,spillover,29,7
6084,ATEEZ,spillover,31,12
6085,ATEEZ,spillover,32,5
6086,ATEEZ,spillover,33,11
6087,ATEEZ,spillover,34,13
6088,ATEEZ,spillover,35,10
6089,ATEEZ,spillover,36,45
6090,ATEEZ,spillover,37,28
6091,ATEEZ,spillover,38,38
6092,ATEEZ,spillover,39,24
6093,ATEEZ,spillover,40,18
6094,ATEEZ,spillover,41,35
6095,ATEEZ,spillover,42,27
6096,ATEEZ,spillover,43,21
6097,ATEEZ,spillover,44,21
6098,ATEEZ,spillover,45,15
6099,ATEEZ,spillover,46,26
6100,ATEEZ,spillover,47,22
6101,ATEEZ,spillover,48,17
6102,ATEEZ,spillover,49,15
6103,ATEEZ,spillover,50,15
6104,ATEEZ,spillover,51,12
6105,ATEEZ,spillover,52,19
6106,ATEEZ,spillover,53,12
6107,ATEEZ,spillover,54,28
6108,ATEEZ,spillover,55,25
6109,ATEEZ,spillover,56,38
6110,ATEEZ,spillover,57,28
6111,ATEEZ,spillover,58,25
6112,ATEEZ,spillover,59,18
6113,ATEEZ,spillover,60,17
6114,ATEEZ,spillover,61,17
6115,ATEEZ,spillover,62,20
6116,ATEEZ,spillover,63,15
6117,ATEEZ,spillover,64,30
6118,ATEEZ,spillover,65,19
6119,ATEEZ,spillover,66,22
6120,ATEEZ,spillover,67,20
6121,ATEEZ,spillover,68,20
6122,ATEEZ,spillover,69,19
6123,ATEEZ,spillover,70,21
6124,DAY6,loyalty,0,11
6125,DAY6,loyalty,1,8
6126,DAY6,loyalty,2,19
6127,DAY6,loyalty,3,13
6128,DAY6,loyalty,4,11
6129,DAY6,loyalty,5,10
6130,DAY6,loyalty,6,16
6131,DAY6,loyalty,7,8
6132,DAY6,loyalty,8,9
6133,DAY6,loyalty,9,12
6134,DAY6,loyalty,10,12
6135,DAY6,loyalty,11,37
6136,DAY6,loyalty,12,30
6137,DAY6,loyalty,13,24
6138,DAY6,loyalty,14,21
6139,DAY6,loyalty,15,8
6140,DAY6,loyalty,16,23
6141,DAY6,loyalty,17,15
6142,DAY6,loyalty,18,10
6143,DAY6,loyalty,19,10
6144,DAY6,loyalty,20,9
6145,DAY6,loyalty,21,9
6146,DAY6,loyalty,22,10
6147,DAY6,loyalty,23,10
6148,DAY6,loyalty,24,11
6149,DAY6,loyalty,25,8
6150,DAY6,loyalty,26,8
6151,DAY6,loyalty,27,15
6152,DAY6,loyalty,28,9
6153,DAY6,loyalty,29,10
6154,DAY6,loyalty,30,8
6155,DAY6,loyalty,31,10
6156,DAY6,loyalty,32,10
6157,DAY6,loyalty,33,11
6158,DAY6,loyalty,34,10
6159,DAY6,loyalty,35,9
6160,DAY6,loyalty,36,5
6161,DAY6,loyalty,37,8
6162,DAY6,loyalty,38,9
6163,DAY6,loyalty,39,7
6164,DAY6,loyalty,40,6
6165,DAY6,loyalty,41,10
6166,DAY6,loyalty,42,11
6167,DAY6,loyalty,43,10
6168,DAY6,loyalty,44,17
6169,DAY6,loyalty,45,17
6170,DAY6,loyalty,46,17
6171,DAY6,loyalty,47,12
6172,DAY6,loyalty,48,9
6173,DAY6,loyalty,49,27
6174,DAY6,loyalty,50,21
6175,DAY6,loyalty,51,21
6176,DAY6,loyalty,52,21
6177,DAY6,loyalty,53,21
6178,DAY6,spillover,0,13
6179,DAY6,spillover,1,16
6180,DAY6,spillover,2,13
6181,DAY6,spillover,3,16
6182,DAY6,spillover,4,11
6183,DAY6,spillover,5,34
6184,DAY6,spillover,6,22
6185,DAY6,spillover,7,27
6186,DAY6,spillover,8,20
6187,DAY6,spillover,9,26
6188,DAY6,spillover,10,39
6189,DAY6,spillover,11,22
6190,DAY6,spillover,12,43
6191,DAY6,spillover,13,23
6192,DAY6,spillover,14,25
6193,DAY6,spillover,15,15
6194,DAY6,spillover,16,17
6195,DAY6,spillover,17,12
6196,DAY6,spillover,18,13
6197,DAY6,spillover,19,20
6198,DAY6,spillover,20,20
6199,DAY6,spillover,21,11
6200,DAY6,spillover,22,13
6201,DAY6,spillover,23,17
6202,DAY6,spillover,24,9
6203,DAY6,spillover,25,9
6204,DAY6,spillover,26,25
6205,DAY6,spillover,27,16
6206,DAY6,spillover,28,29
6207,DAY6,spillover,29,21
6208,DAY6,spillover,30,15
6209,DAY6,spillover,31,21
6210,DAY6,spillover,32,9
6211,DAY6,spillover,33,10
6212,DAY6,spillover,34,13
6213,DAY6,spillover,35,12
6214,DAY6,spillover,36,9
6215,DAY6,spillover,37,8
6216,DAY6,spillover,38,10
6217,DAY6,spillover,39,15
6218,DAY6,spillover,40,9
6219,DAY6,spillover,41,31
6220,DAY6,spillover,42,22
6221,DAY6,spillover,43,23
6222,DAY6,spillover,44,17
6223,DAY6,spillover,45,23
6224,DAY6,spillover,46,21
6225,IKON,loyalty,0,13
6226,IKON,loyalty,1,7
6227,IKON,loyalty,2,14
6228,IKON,loyalty,3,13
6229,IKON,loyalty,4,14
6230,IKON,loyalty,5,11
6231,IKON,loyalty,6,5
6232,IKON,loyalty,7,9
6233,IKON,loyalty,8,11
6234,IKON,loyalty,9,14
6235,IKON,loyalty,10,27
6236,IKON,loyalty,11,36
6237,IKON,loyalty,12,17
6238,IKON,loyalty,13,26
6239,IKON,loyalty,14,23
6240,IKON,loyalty,15,31
6241,IKON,loyalty,16,26
6242,IKON,loyalty,17,37
6243,IKON,loyalty,18,32
6244,IKON,loyalty,19,13
6245,IKON,loyalty,20,12
6246,IKON,loyalty,21,15
6247,IKON,loyalty,22,14
6248,IKON,loyalty,23,11
6249,IKON,loyalty,24,14
6250,IKON,loyalty,25,17
6251,IKON,loyalty,26,27
6252,IKON,loyalty,27,11
6253,IKON,loyalty,28,16
6254,IKON,loyalty,29,13
6255,IKON,loyalty,30,9
6256,IKON,loyalty,31,8
6257,IKON,loyalty,32,11
6258,IKON,loyalty,33,6
6259,IKON,loyalty,34,8
6260,IKON,loyalty,35,6
6261,IKON,loyalty,36,10
6262,IKON,loyalty,37,9
6263,IKON,loyalty,38,11
