doc_id,fandom,bullet_type,idx_in_fandom_array,n_tokens
2185,비비,spillover,25,10
2186,비비,spillover,26,28
2187,비비,spillover,27,22
2188,비비,spillover,28,23
2189,비비,spillover,29,17
2190,비비,spillover,30,16
2191,비비,spillover,31,18
2192,비비,spillover,32,16
2193,비비,spillover,33,14
2194,비비,spillover,34,16
2195,비비,spillover,35,33
2196,비비,spillover,36,6
2197,비비,spillover,37,9
2198,비비,spillover,38,36
2199,비비,spillover,39,21
2200,비비,spillover,40,20
2201,비비,spillover,41,33
2202,비비,spillover,42,19
2203,비비,spillover,43,31
2204,비비,spillover,44,19
2205,비비,spillover,45,31
2206,비비,spillover,46,10
2207,비비,spillover,47,18
2208,윤하,loyalty,0,16
2209,윤하,loyalty,1,12
2210,윤하,loyalty,2,8
2211,윤하,loyalty,3,13
2212,윤하,loyalty,4,17
2213,윤하,loyalty,5,27
2214,윤하,loyalty,6,25
2215,윤하,loyalty,7,10
2216,윤하,loyalty,8,9
2217,윤하,loyalty,9,17
2218,윤하,loyalty,10,16
2219,윤하,loyalty,11,11
2220,윤하,loyalty,12,6
2221,윤하,loyalty,13,8
2222,윤하,loyalty,14,44
2223,윤하,loyalty,15,8
2224,윤하,loyalty,16,9
2225,윤하,loyalty,17,16
2226,윤하,loyalty,18,12
2227,윤하,loyalty,19,13
2228,윤하,loyalty,20,15
2229,윤하,loyalty,21,9
2230,윤하,loyalty,22,24
2231,윤하,loyalty,23,16
2232,윤하,loyalty,24,15
2233,윤하,loyalty,25,12
2234,윤하,loyalty,26,10
2235,윤하,loyalty,27,10
2236,윤하,loyalty,28,29
2237,윤하,loyalty,29,15
2238,윤하,loyalty,30,10
2239,윤하,loyalty,31,14
2240,윤하,loyalty,32,11
2241,윤하,spillover,0,20
2242,윤하,spillover,1,14
2243,윤하,spillover,2,23
2244,윤하,spillover,3,23
2245,윤하,spillover,4,16
2246,윤하,spillover,5,11
2247,윤하,spillover,6,12
2248,윤하,spillover,7,14
2249,윤하,spillover,8,23
2250,윤하,spillover,9,18
2251,윤하,spillover,10,26
2252,윤하,spillover,11,24
2253,윤하,spillover,12,26
2254,윤하,spillover,13,16
2255,윤하,spillover,14,8
2256,윤하,spillover,15,15
2257,윤하,spillover,16,8
2258,윤하,spillover,17,12
2259,윤하,spillover,18,7
2260,윤하,spillover,19,10
2261,윤하,spillover,20,7
2262,윤하,spillover,21,13
2263,윤하,spillover,22,15
2264,윤하,spillover,23,17
2265,윤하,spillover,24,11
2266,윤하,spillover,25,9
2267,윤하,spillover,26,22
2268,윤하,spillover,27,14
2269,윤하,spillover,28,12
2270,윤하,spillover,29,21
2271,윤하,spillover,30,21
2272,윤하,spillover,31,20
2273,윤하,spillover,32,17
2274,윤하,spillover,33,13
2275,윤하,spillover,34,13
2276,윤하,spillover,35,18
2277,윤하,spillover,36,20
2278,윤하,spillover,37,13
2279,윤하,spillover,38,10
2280,윤하,spillover,39,8
2281,윤하,spillover,40,10
2282,윤하,spillover,41,25
2283,윤하,spillover,42,21
2284,윤하,spillover,43,15
2285,윤하,spillover,44,20
2286,윤하,spillover,45,13
2287,윤하,spillover,46,17
2288,윤하,spillover,47,29
2289,윤하,spillover,48,14
2290,윤하,spillover,49,21
2291,청하,loyalty,0,21
2292,청하,loyalty,1,14
2293,청하,loyalty,2,11
2294,청하,loyalty,3,10
2295,청하,loyalty,4,24
2296,청하,loyalty,5,18
2297,청하,loyalty,6,6
2298,청하,loyalty,7,24
2299,청하,loyalty,8,10
2300,청하,loyalty,9,21
2301,청하,loyalty,10,18
2302,청하,loyalty,11,13
2303,청하,loyalty,12,21
2304,청하,loyalty,13,11
2305,청하,loyalty,14,12
2306,청하,loyalty,15,9
2307,청하,loyalty,16,21
2308,청하,loyalty,17,28
2309,청하,loyalty,18,19
2310,청하,loyalty,19,15
2311,청하,spillover,0,11
2312,청하,spillover,1,9
2313,청하,spillover,2,10
2314,청하,spillover,3,7
2315,청하,spillover,4,8
2316,청하,spillover,5,16
2317,청하,spillover,6,9
2318,청하,spillover,7,8
2319,청하,spillover,8,19
2320,청하,spillover,9,17
2321,청하,spillover,10,15
2322,청하,spillover,11,11
2323,청하,spillover,12,21
2324,청하,spillover,13,22
2325,청하,spillover,14,20
2326,청하,spillover,15,22
2327,청하,spillover,16,26
2328,청하,spillover,17,23
2329,청하,spillover,18,27
2330,청하,spillover,19,11
2331,청하,spillover,20,9
2332,청하,spillover,21,8
2333,청하,spillover,22,4
2334,청하,spillover,23,7
2335,청하,spillover,24,15
2336,청하,spillover,25,16
2337,청하,spillover,26,13
2338,청하,spillover,27,15
2339,청하,spillover,28,15
2340,청하,spillover,29,13
2341,청하,spillover,30,13
2342,청하,spillover,31,31
2343,청하,spillover,32,9
2344,청하,spillover,33,15
2345,청하,spillover,34,18
2346,청하,spillover,35,5
2347,청하,spillover,36,10
2348,청하,spillover,37,30
2349,청하,spillover,38,34
2350,청하,spillover,39,24
2351,청하,spillover,40,59
2352,청하,spillover,41,13
2353,청하,spillover,42,28
2354,청하,spillover,43,22
2355,청하,spillover,44,17
2356,청하,spillover,45,25
2357,청하,spillover,46,22
2358,청하,spillover,47,15
2359,청하,spillover,48,18
2360,청하,spillover,49,13
2361,청하,spillover,50,13
2362,청하,spillover,51,13
2363,청하,spillover,52,12
2364,청하,spillover,53,12
2365,청하,spillover,54,8
2366,청하,spillover,55,8
2367,청하,spillover,56,37
2368,청하,spillover,57,15
2369,청하,spillover,58,21
2370,최예나,loyalty,0,14
2371,최예나,loyalty,1,13
2372,최예나,loyalty,2,7
2373,최예나,loyalty,3,12
2374,최예나,loyalty,4,8
2375,최예나,loyalty,5,15
2376,최예나,loyalty,6,8
2377,최예나,loyalty,7,5
2378,최예나,loyalty,8,7
2379,최예나,loyalty,9,9
2380,최예나,loyalty,10,11
2381,최예나,loyalty,11,13
2382,최예나,loyalty,12,8
2383,최예나,loyalty,13,14
2384,최예나,loyalty,14,9
2385,최예나,loyalty,15,12
2386,최예나,loyalty,16,11
2387,최예나,loyalty,17,11
2388,최예나,loyalty,18,17
2389,최예나,loyalty,19,27
2390,최예나,loyalty,20,18
2391,최예나,loyalty,21,39
2392,최예나,loyalty,22,5
2393,최예나,loyalty,23,13
2394,최예나,loyalty,24,12
2395,최예나,loyalty,25,15
2396,최예나,loyalty,26,13
2397,최예나,loyalty,27,10
2398,최예나,loyalty,28,9
2399,최예나,loyalty,29,8
2400,최예나,loyalty,30,6
2401,최예나,loyalty,31,5
2402,최예나,loyalty,32,25
2403,최예나,loyalty,33,13
2404,최예나,loyalty,34,25
2405,최예나,loyalty,35,11
2406,최예나,loyalty,36,40
2407,최예나,loyalty,37,24
2408,최예나,loyalty,38,26
2409,최예나,spillover,0,20
2410,최예나,spillover,1,10
2411,최예나,spillover,2,10
2412,최예나,spillover,3,8
2413,최예나,spillover,4,8
2414,최예나,spillover,5,20
2415,최예나,spillover,6,18
2416,최예나,spillover,7,8
2417,최예나,spillover,8,6
2418,최예나,spillover,9,10
2419,최예나,spillover,10,15
2420,최예나,spillover,11,25
2421,최예나,spillover,12,12
2422,최예나,spillover,13,18
2423,최예나,spillover,14,11
2424,최예나,spillover,15,9
2425,최예나,spillover,16,9
2426,최예나,spillover,17,10
2427,최예나,spillover,18,10
2428,최예나,spillover,19,12
2429,최예나,spillover,20,19
2430,최예나,spillover,21,25
2431,최예나,spillover,22,26
2432,최예나,spillover,23,27
2433,최예나,spillover,24,30
2434,최예나,spillover,25,61
2435,최예나,spillover,26,11
2436,최예나,spillover,27,15
2437,최예나,spillover,28,22
2438,최예나,spillover,29,14
2439,최예나,spillover,30,10
2440,최예나,spillover,31,10
2441,최예나,spillover,32,8
2442,최예나,spillover,33,11
2443,최예나,spillover,34,15
2444,최예나,spillover,35,14
2445,최예나,spillover,36,19
2446,최예나,spillover,37,28
2447,최예나,spillover,38,40
2448,최예나,spillover,39,17
2449,최예나,spillover,40,21
2450,최예나,spillover,41,18
2451,최예나,spillover,42,16
2452,최예나,spillover,43,17
2453,최예나,spillover,44,26
2454,최예나,spillover,45,19
2455,최예나,spillover,46,13
2456,최예나,spillover,47,22
2457,최예나,spillover,48,14
2458,최예나,spillover,49,15
2459,최예나,spillover,50,13
2460,최예나,spillover,51,14
2461,최예나,spillover,52,16
2462,최예나,spillover,53,13
2463,최예나,spillover,54,15
2464,최예나,spillover,55,15
2465,최예나,spillover,56,14
2466,권은비,loyalty,0,14
2467,권은비,loyalty,1,13
2468,권은비,loyalty,2,18
2469,권은비,loyalty,3,20
2470,권은비,loyalty,4,21
2471,권은비,loyalty,5,17
2472,권은비,loyalty,6,4
2473,권은비,loyalty,7,14
2474,권은비,loyalty,8,9
2475,권은비,loyalty,9,9
2476,권은비,loyalty,10,18
2477,권은비,loyalty,11,11
2478,권은비,loyalty,12,15
2479,권은비,loyalty,13,33
2480,권은비,loyalty,14,16
2481,권은비,loyalty,15,11
2482,권은비,loyalty,16,16
2483,권은비,loyalty,17,29
2484,권은비,loyalty,18,5
2485,권은비,loyalty,19,12
2486,권은비,loyalty,20,5
2487,권은비,loyalty,21,19
2488,권은비,loyalty,22,10
2489,권은비,loyalty,23,18
2490,권은비,loyalty,24,38
2491,권은비,spillover,0,21
2492,권은비,spillover,1,13
2493,권은비,spillover,2,11
2494,권은비,spillover,3,22
2495,권은비,spillover,4,12
2496,권은비,spillover,5,14
2497,권은비,spillover,6,9
2498,권은비,spillover,7,8
2499,권은비,spillover,8,10
2500,권은비,spillover,9,11
2501,권은비,spillover,10,8
2502,권은비,spillover,11,17
2503,권은비,spillover,12,18
2504,권은비,spillover,13,16
2505,권은비,spillover,14,43
2506,권은비,spillover,15,10
2507,권은비,spillover,16,7
2508,권은비,spillover,17,18
2509,권은비,spillover,18,11
2510,권은비,spillover,19,18
2511,권은비,spillover,20,17
2512,권은비,spillover,21,28
2513,권은비,spillover,22,18
2514,권은비,spillover,23,19
2515,권은비,spillover,24,13
2516,권은비,spillover,25,16
2517,권은비,spillover,26,21
2518,권은비,spillover,27,20
2519,권은비,spillover,28,12
2520,권은비,spillover,29,8
2521,권은비,spillover,30,9
2522,권은비,spillover,31,5
2523,권은비,spillover,32,6
2524,권은비,spillover,33,12
2525,권은비,spillover,34,13
2526,권은비,spillover,35,13
2527,권은비,spillover,36,30
2528,권은비,spillover,37,11
2529,권은비,spillover,38,11
2530,권은비,spillover,39,16
2531,권은비,spillover,40,12
2532,권은비,spillover,41,13
2533,권은비,spillover,42,10
2534,권은비,spillover,43,14
2535,권은비,spillover,44,13
2536,권은비,spillover,45,28
2537,권은비,spillover,46,19
2538,권은비,spillover,47,15
2539,권은비,spillover,48,16
2540,권은비,spillover,49,23
2541,권은비,spillover,50,16
2542,권은비,spillover,51,23
2543,권은비,spillover,52,28
2544,권은비,spillover,53,22
2545,권은비,spillover,54,25
2546,권은비,spillover,55,20
2547,권은비,spillover,56,26
2548,권은비,spillover,57,12
2549,권은비,spillover,58,14
2550,권은비,spillover,59,14
2551,권은비,spillover,60,15
2552,권은비,spillover,61,20
2553,권은비,spillover,62,15
2554,권은비,spillover,63,12
2555,권은비,spillover,64,22
2556,츄,loyalty,0,16
2557,츄,loyalty,1,9
2558,츄,loyalty,2,16
2559,츄,loyalty,3,21
2560,츄,loyalty,4,24
2561,츄,loyalty,5,14
2562,츄,loyalty,6,8
2563,츄,loyalty,7,11
2564,츄,loyalty,8,9
2565,츄,loyalty,9,13
2566,츄,loyalty,10,15
2567,츄,loyalty,11,16
2568,츄,loyalty,12,25
2569,츄,loyalty,13,11
2570,츄,loyalty,14,30
2571,츄,loyalty,15,13
2572,츄,loyalty,16,26
2573,츄,loyalty,17,45
2574,츄,loyalty,18,19
2575,츄,loyalty,19,22
2576,츄,loyalty,20,15
2577,츄,loyalty,21,10
2578,츄,loyalty,22,16
2579,츄,loyalty,23,7
2580,츄,loyalty,24,7
2581,츄,loyalty,25,7
2582,츄,loyalty,26,12
2583,츄,loyalty,27,12
2584,츄,loyalty,28,12
2585,츄,loyalty,29,8
2586,츄,loyalty,30,20
2587,츄,loyalty,31,12
2588,츄,loyalty,32,15
2589,츄,loyalty,33,33
2590,츄,spillover,0,20
2591,츄,spillover,1,9
2592,츄,spillover,2,26
2593,츄,spillover,3,19
2594,츄,spillover,4,10
2595,츄,spillover,5,15
2596,츄,spillover,6,9
2597,츄,spillover,7,5
2598,츄,spillover,8,6
2599,츄,spillover,9,8
2600,츄,spillover,10,7
2601,츄,spillover,11,6
2602,츄,spillover,12,20
2603,츄,spillover,13,16
2604,츄,spillover,14,23
2605,츄,spillover,15,13
2606,츄,spillover,16,8
2607,츄,spillover,17,20
2608,츄,spillover,18,8
2609,츄,spillover,19,37
2610,츄,spillover,20,26
2611,츄,spillover,21,14
2612,츄,spillover,22,14
2613,츄,spillover,23,11
2614,츄,spillover,24,9
2615,츄,spillover,25,11
2616,츄,spillover,26,11
2617,츄,spillover,27,8
2618,츄,spillover,28,10
2619,츄,spillover,29,28
2620,츄,spillover,30,17
2621,츄,spillover,31,15
2622,츄,spillover,32,21
2623,츄,spillover,33,26
2624,츄,spillover,34,26
2625,츄,spillover,35,13
2626,츄,spillover,36,20
2627,츄,spillover,37,16
2628,츄,spillover,38,12
2629,츄,spillover,39,17
2630,츄,spillover,40,12
2631,츄,spillover,41,12
2632,츄,spillover,42,12
2633,츄,spillover,43,13
2634,츄,spillover,44,12
2635,츄,spillover,45,13
2636,츄,spillover,46,14
2637,츄,spillover,47,12
2638,츄,spillover,48,13
2639,츄,spillover,49,11
2640,츄,spillover,50,11
2641,츄,spillover,51,35
2642,츄,spillover,52,10
2643,츄,spillover,53,34
2644,츄,spillover,54,24
2645,츄,spillover,55,18
2646,츄,spillover,56,19
2647,츄,spillover,57,16
2648,츄,spillover,58,14
2649,10CM,loyalty,0,11
2650,10CM,loyalty,1,18
2651,10CM,loyalty,2,19
2652,10CM,loyalty,3,16
2653,10CM,loyalty,4,13
2654,10CM,loyalty,5,13
2655,10CM,loyalty,6,16
2656,10CM,loyalty,7,7
2657,10CM,loyalty,8,14
2658,10CM,loyalty,9,10
2659,10CM,loyalty,10,11
2660,10CM,loyalty,11,17
2661,10CM,loyalty,12,14
2662,10CM,loyalty,13,9
2663,10CM,loyalty,14,14
2664,10CM,loyalty,15,10
2665,10CM,loyalty,16,9
2666,10CM,loyalty,17,13
2667,10CM,loyalty,18,23
2668,10CM,loyalty,19,27
2669,10CM,loyalty,20,15
2670,10CM,loyalty,21,16
2671,10CM,loyalty,22,14
2672,10CM,loyalty,23,11
2673,10CM,loyalty,24,17
2674,10CM,loyalty,25,14
2675,10CM,loyalty,26,9
2676,10CM,loyalty,27,7
2677,10CM,loyalty,28,8
2678,10CM,loyalty,29,9
2679,10CM,loyalty,30,9
2680,10CM,loyalty,31,10
2681,10CM,loyalty,32,12
2682,10CM,loyalty,33,14
2683,10CM,loyalty,34,21
2684,10CM,loyalty,35,22
2685,10CM,loyalty,36,28
2686,10CM,spillover,0,15
2687,10CM,spillover,1,13
2688,10CM,spillover,2,12
2689,10CM,spillover,3,40
2690,10CM,spillover,4,10
2691,10CM,spillover,5,17
2692,10CM,spillover,6,12
2693,10CM,spillover,7,8
2694,10CM,spillover,8,4
2695,10CM,spillover,9,4
2696,10CM,spillover,10,10
2697,10CM,spillover,11,8
2698,10CM,spillover,12,17
2699,10CM,spillover,13,22
2700,10CM,spillover,14,7
2701,10CM,spillover,15,49
2702,10CM,spillover,16,12
2703,10CM,spillover,17,12
2704,10CM,spillover,18,7
2705,10CM,spillover,19,9
2706,10CM,spillover,20,6
2707,10CM,spillover,21,19
2708,10CM,spillover,22,17
2709,10CM,spillover,23,15
2710,10CM,spillover,24,12
2711,10CM,spillover,25,10
2712,10CM,spillover,26,11
2713,10CM,spillover,27,9
2714,10CM,spillover,28,8
2715,10CM,spillover,29,10
2716,10CM,spillover,30,17
2717,10CM,spillover,31,19
2718,10CM,spillover,32,41
2719,10CM,spillover,33,19
2720,10CM,spillover,34,24
2721,10CM,spillover,35,26
2722,10CM,spillover,36,17
2723,10CM,spillover,37,10
2724,10CM,spillover,38,25
2725,10CM,spillover,39,20
2726,10CM,spillover,40,16
2727,10CM,spillover,41,27
2728,10CM,spillover,42,22
2729,10CM,spillover,43,33
2730,10CM,spillover,44,17
2731,10CM,spillover,45,11
2732,10CM,spillover,46,15
2733,10CM,spillover,47,20
2734,카더가든,loyalty,0,11
2735,카더가든,loyalty,1,11
2736,카더가든,loyalty,2,20
2737,카더가든,loyalty,3,23
2738,카더가든,loyalty,4,21
2739,카더가든,loyalty,5,5
2740,카더가든,loyalty,6,14
2741,카더가든,loyalty,7,9
2742,카더가든,loyalty,8,11
2743,카더가든,loyalty,9,12
2744,카더가든,loyalty,10,20
2745,카더가든,loyalty,11,29
2746,카더가든,loyalty,12,11
2747,카더가든,loyalty,13,18
2748,카더가든,loyalty,14,19
2749,카더가든,loyalty,15,5
2750,카더가든,loyalty,16,11
2751,카더가든,loyalty,17,17
2752,카더가든,loyalty,18,11
2753,카더가든,loyalty,19,9
2754,카더가든,loyalty,20,11
2755,카더가든,loyalty,21,7
2756,카더가든,loyalty,22,14
2757,카더가든,loyalty,23,26
2758,카더가든,loyalty,24,23
2759,카더가든,loyalty,25,35
2760,카더가든,spillover,0,16
2761,카더가든,spillover,1,20
2762,카더가든,spillover,2,13
2763,카더가든,spillover,3,37
2764,카더가든,spillover,4,24
2765,카더가든,spillover,5,25
2766,카더가든,spillover,6,9
2767,카더가든,spillover,7,10
2768,카더가든,spillover,8,18
2769,카더가든,spillover,9,7
2770,카더가든,spillover,10,8
2771,카더가든,spillover,11,9
2772,카더가든,spillover,12,15
2773,카더가든,spillover,13,11
2774,카더가든,spillover,14,14
2775,카더가든,spillover,15,24
2776,카더가든,spillover,16,26
2777,카더가든,spillover,17,14
2778,카더가든,spillover,18,32
2779,카더가든,spillover,19,27
2780,카더가든,spillover,20,18
2781,카더가든,spillover,21,20
2782,카더가든,spillover,22,11
2783,카더가든,spillover,23,16
2784,카더가든,spillover,24,14
2785,카더가든,spillover,25,17
2786,카더가든,spillover,26,11
2787,카더가든,spillover,27,10
2788,카더가든,spillover,28,13
2789,카더가든,spillover,29,14
2790,카더가든,spillover,30,9
2791,카더가든,spillover,31,14
2792,카더가든,spillover,32,21
2793,카더가든,spillover,33,22
2794,카더가든,spillover,34,20
2795,카더가든,spillover,35,17
2796,카더가든,spillover,36,16
2797,카더가든,spillover,37,19
2798,카더가든,spillover,38,20
2799,카더가든,spillover,39,17
2800,카더가든,spillover,40,9
2801,카더가든,spillover,41,18
2802,카더가든,spillover,42,26
2803,카더가든,spillover,43,26
2804,카더가든,spillover,44,19
2805,카더가든,spillover,45,26
2806,카더가든,spillover,46,27
2807,카더가든,spillover,47,23
2808,Zion.T,loyalty,0,13
2809,Zion.T,loyalty,1,12
2810,Zion.T,loyalty,2,14
2811,Zion.T,loyalty,3,20
2812,Zion.T,loyalty,4,17
2813,Zion.T,loyalty,5,12
2814,Zion.T,loyalty,6,12
2815,Zion.T,loyalty,7,26
2816,Zion.T,loyalty,8,11
2817,Zion.T,loyalty,9,10
2818,Zion.T,loyalty,10,10
2819,Zion.T,loyalty,11,8
2820,Zion.T,loyalty,12,12
2821,Zion.T,loyalty,13,10
2822,Zion.T,loyalty,14,11
2823,Zion.T,loyalty,15,22
2824,Zion.T,loyalty,16,19
2825,Zion.T,loyalty,17,20
2826,Zion.T,loyalty,18,19
2827,Zion.T,loyalty,19,18
2828,Zion.T,loyalty,20,8
2829,Zion.T,loyalty,21,18
2830,Zion.T,loyalty,22,25
2831,Zion.T,loyalty,23,26
2832,Zion.T,spillover,0,17
2833,Zion.T,spillover,1,9
2834,Zion.T,spillover,2,12
2835,Zion.T,spillover,3,17
2836,Zion.T,spillover,4,12
2837,Zion.T,spillover,5,9
2838,Zion.T,spillover,6,12
2839,Zion.T,spillover,7,5
2840,Zion.T,spillover,8,7
2841,Zion.T,spillover,9,10
2842,Zion.T,spillover,10,19
2843,Zion.T,spillover,11,13
2844,Zion.T,spillover,12,12
2845,Zion.T,spillover,13,23
2846,Zion.T,spillover,14,6
2847,Zion.T,spillover,15,23
2848,Zion.T,spillover,16,17
2849,Zion.T,spillover,17,23
2850,Zion.T,spillover,18,20
2851,Zion.T,spillover,19,16
2852,Zion.T,spillover,20,14
2853,Zion.T,spillover,21,11
2854,Zion.T,spillover,22,12
2855,Zion.T,spillover,23,6
2856,Zion.T,spillover,24,7
2857,Zion.T,spillover,25,7
2858,Zion.T,spillover,26,10
2859,Zion.T,spillover,27,12
2860,Zion.T,spillover,28,17
2861,Zion.T,spillover,29,23
2862,Zion.T,spillover,30,25
2863,Zion.T,spillover,31,20
2864,Zion.T,spillover,32,15
2865,Zion.T,spillover,33,16
2866,Zion.T,spillover,34,9
2867,Zion.T,spillover,35,18
2868,Zion.T,spillover,36,13
2869,Zion.T,spillover,37,17
2870,Zion.T,spillover,38,18
2871,Zion.T,spillover,39,30
2872,Zion.T,spillover,40,25
2873,Zion.T,spillover,41,28
2874,Zion.T,spillover,42,26
2875,Zion.T,spillover,43,19
2876,Zion.T,spillover,44,22
2877,Zion.T,spillover,45,35
2878,Zion.T,spillover,46,34
2879,Zion.T,spillover,47,25
2880,Zion.T,spillover,48,24
2881,Zion.T,spillover,49,28
2882,Zion.T,spillover,50,25
2883,Zion.T,spillover,51,21
2884,Zion.T,spillover,52,12
2885,Zion.T,spillover,53,24
2886,Zion.T,spillover,54,15
2887,이효리,loyalty,0,17
2888,이효리,loyalty,1,14
2889,이효리,loyalty,2,17
2890,이효리,loyalty,3,20
2891,이효리,loyalty,4,9
2892,이효리,loyalty,5,14
2893,이효리,loyalty,6,14
2894,이효리,loyalty,7,17
2895,이효리,loyalty,8,21
2896,이효리,loyalty,9,14
2897,이효리,loyalty,10,8
2898,이효리,loyalty,11,11
2899,이효리,loyalty,12,13
2900,이효리,loyalty,13,13
2901,이효리,loyalty,14,20
2902,이효리,loyalty,15,19
2903,이효리,loyalty,16,20
2904,이효리,spillover,0,13
2905,이효리,spillover,1,16
2906,이효리,spillover,2,14
2907,이효리,spillover,3,17
2908,이효리,spillover,4,11
2909,이효리,spillover,5,18
2910,이효리,spillover,6,19
2911,이효리,spillover,7,13
2912,이효리,spillover,8,13
2913,이효리,spillover,9,15
2914,이효리,spillover,10,10
2915,이효리,spillover,11,12
2916,이효리,spillover,12,11
2917,이효리,spillover,13,9
2918,이효리,spillover,14,14
2919,이효리,spillover,15,22
2920,이효리,spillover,16,13
2921,이효리,spillover,17,12
2922,이효리,spillover,18,10
2923,이효리,spillover,19,17
2924,이효리,spillover,20,12
2925,이효리,spillover,21,24
2926,이효리,spillover,22,12
2927,이효리,spillover,23,15
2928,이효리,spillover,24,17
2929,이효리,spillover,25,9
2930,이효리,spillover,26,8
2931,이효리,spillover,27,7
2932,이효리,spillover,28,21
2933,이효리,spillover,29,14
2934,이효리,spillover,30,18
2935,이효리,spillover,31,11
2936,이효리,spillover,32,10
2937,이효리,spillover,33,21
2938,이효리,spillover,34,7
2939,이효리,spillover,35,8
2940,이효리,spillover,36,11
2941,이효리,spillover,37,12
2942,이효리,spillover,38,9
2943,이효리,spillover,39,6
2944,이효리,spillover,40,21
2945,이효리,spillover,41,29
2946,이효리,spillover,42,14
2947,이효리,spillover,43,16
2948,이효리,spillover,44,15
2949,이효리,spillover,45,20
2950,이효리,spillover,46,17
2951,이효리,spillover,47,19
2952,이효리,spillover,48,30
2953,이효리,spillover,49,28
2954,이효리,spillover,50,23
2955,이효리,spillover,51,25
2956,이효리,spillover,52,24
2957,이효리,spillover,53,29
2958,이효리,spillover,54,18
2959,이효리,spillover,55,22
2960,이효리,spillover,56,21
2961,이효리,spillover,57,20
2962,이효리,spillover,58,16
2963,이효리,spillover,59,18
2964,이효리,spillover,60,16
2965,이효리,spillover,61,18
2966,이효리,spillover,62,14
2967,이효리,spillover,63,13
2968,이효리,spillover,64,6
2969,이효리,spillover,65,10
2970,이효리,spillover,66,10
2971,이효리,spillover,67,10
2972,이효리,spillover,68,9
2973,이효리,spillover,69,9
2974,이효리,spillover,70,9
2975,이효리,spillover,71,7
2976,이효리,spillover,72,10
2977,이효리,spillover,73,8
2978,이효리,spillover,74,17
2979,이효리,spillover,75,14
2980,이효리,spillover,76,21
2981,이효리,spillover,77,27
2982,이효리,spillover,78,16
2983,이효리,spillover,79,33
2984,이효리,spillover,80,19
2985,이효리,spillover,81,19
2986,이효리,spillover,82,18
2987,이효리,spillover,83,11
2988,이효리,spillover,84,25
2989,이효리,spillover,85,19
2990,이효리,spillover,86,12
2991,이효리,spillover,87,20
2992,이효리,spillover,88,17
2993,이효리,spillover,89,13
2994,이효리,spillover,90,29
2995,이효리,spillover,91,36
2996,이효리,spillover,92,17
2997,이효리,spillover,93,14
2998,이효리,spillover,94,12
2999,이효리,spillover,95,17
3000,이효리,spillover,96,13
3001,이효리,spillover,97,12
3002,이효리,spillover,98,11
3003,이효리,spillover,99,11
3004,이효리,spillover,100,20
3005,이효리,spillover,101,14
3006,이효리,spillover,102,15
3007,엄정화,loyalty,0,21
3008,엄정화,loyalty,1,22
3009,엄정화,loyalty,2,14
3010,엄정화,loyalty,3,21
3011,엄정화,loyalty,4,15
3012,엄정화,loyalty,5,13
3013,엄정화,loyalty,6,7
3014,엄정화,loyalty,7,8
3015,엄정화,loyalty,8,14
3016,엄정화,loyalty,9,23
3017,엄정화,loyalty,10,14
3018,엄정화,loyalty,11,27
3019,엄정화,loyalty,12,47
3020,엄정화,loyalty,13,12
3021,엄정화,loyalty,14,13
3022,엄정화,loyalty,15,17
3023,엄정화,loyalty,16,18
3024,엄정화,loyalty,17,18
3025,엄정화,loyalty,18,22
3026,엄정화,loyalty,19,24
3027,엄정화,spillover,0,12
3028,엄정화,spillover,1,13
3029,엄정화,spillover,2,21
3030,엄정화,spillover,3,15
3031,엄정화,spillover,4,20
3032,엄정화,spillover,5,22
3033,엄정화,spillover,6,8
3034,엄정화,spillover,7,14
3035,엄정화,spillover,8,7
3036,엄정화,spillover,9,6
3037,엄정화,spillover,10,16
3038,엄정화,spillover,11,11
3039,엄정화,spillover,12,10
3040,엄정화,spillover,13,11
3041,엄정화,spillover,14,16
3042,엄정화,spillover,15,12
3043,엄정화,spillover,16,20
3044,엄정화,spillover,17,14
3045,엄정화,spillover,18,11
3046,엄정화,spillover,19,10
3047,엄정화,spillover,20,12
3048,엄정화,spillover,21,10
3049,엄정화,spillover,22,11
3050,엄정화,spillover,23,10
3051,엄정화,spillover,24,21
3052,엄정화,spillover,25,4
3053,엄정화,spillover,26,8
3054,엄정화,spillover,27,11
3055,엄정화,spillover,28,29
3056,엄정화,spillover,29,14
3057,엄정화,spillover,30,18
3058,엄정화,spillover,31,18
3059,엄정화,spillover,32,32
3060,엄정화,spillover,33,23
3061,엄정화,spillover,34,29
3062,엄정화,spillover,35,26
3063,엄정화,spillover,36,24
3064,엄정화,spillover,37,21
3065,엄정화,spillover,38,10
3066,엄정화,spillover,39,7
3067,엄정화,spillover,40,9
3068,엄정화,spillover,41,7
3069,엄정화,spillover,42,7
3070,엄정화,spillover,43,15
3071,엄정화,spillover,44,14
3072,엄정화,spillover,45,24
3073,엄정화,spillover,46,18
3074,엄정화,spillover,47,12
3075,엄정화,spillover,48,23
3076,엄정화,spillover,49,18
3077,엄정화,spillover,50,16
3078,볼빨간사춘기,loyalty,0,13
3079,볼빨간사춘기,loyalty,1,12
3080,볼빨간사춘기,loyalty,2,12
3081,볼빨간사춘기,loyalty,3,21
3082,볼빨간사춘기,loyalty,4,14
3083,볼빨간사춘기,loyalty,5,24
3084,볼빨간사춘기,loyalty,6,6
3085,볼빨간사춘기,loyalty,7,16
